Name  ,Asset Type ,Asset Tag                                              ,Impact ,Description                                                                         ,End of Life ,Discovery Enabled ,Usage Type ,Created by - Source      ,Created by - User ,Created At       ,Last updated by - Source ,Last updated by - User ,Updated At       ,Sources                  ,Location ,Department ,Managed By ,Used By ,Group ,Assigned on ,Workspace ,Product           ,Vendor ,Cost ,Warranty ,Acquisition Date ,Warranty Expiry Date ,Domain ,Asset State ,Serial Number                                          ,Last Audit Date  ,Type   ,Physical Subtype ,Virtual Subtype ,Region ,Availability Zone ,OS                             ,OS Version ,OS Service Pack ,Memory(GB) ,Disk Space(GB) ,CPU Speed(GHz) ,CPU Core Count ,MAC Address       ,UUID                                 ,Hostname ,IP Address    ,IP Address 2 ,Shared IP ,Last login by ,Item ID ,Item Name ,Public Address  ,State  ,Instance Type ,Provider ,Creation Timestamp ,Server Function ,Environment ,Usage Type ,Book Value($) ,Used by (Name) ,Managed by (Name) ,System Age
node2 ,Server     ,VMware-56 4d 4b c2 55 76 73 b1-b2 ab 7a a1 9a c2 89 f5 ,High   ,<p>Server Info: node2 (192.168.1.165) - Webserver</p><p>Enabled Sites:</p><ul></ul> ,            ,yes               ,permanent  ,System Inventory Scanner ,                  ,2025-01-24 13:26 ,System Inventory Scanner ,                       ,2025-01-24 13:26 ,System Inventory Scanner ,         ,IT         ,           ,        ,      ,            ,My Team   ,VMware Vcenter VM ,       ,     ,         ,                 ,                     ,local  ,Active      ,VMware-56 4d 4b c2 55 76 73 b1-b2 ab 7a a1 9a c2 89 f5 ,2025-01-24 13:26 ,Server ,                 ,VMware          ,       ,                  ,Debian GNU/Linux 12 (bookworm) ,        12 ,                ,         2 ,            19 ,               ,             2 ,00:0c:29:c2:89:f5 ,c24b4d56-7655-b173-b2ab-7aa19ac289f5 ,node2    ,192.168.1.165 ,             ,          ,dave          ,        ,          ,108.237.128.122 ,Active ,              ,         ,2025-01-24 13:26   ,Webserver       ,PROD        ,permanent  ,              ,               ,                  ,2024-08-23 17:27
